Country,Year,GDP,Population
Latin America & Caribbean (excluding high income),2012,15121.94192,
Latvia,2012,24060.98577,2069018
Least developed countries: UN classification,2012,2503.580882,
Lebanon,2012,18039.02895,5537620
Lesotho,2012,2585.365725,2014988
Liberia,2012,1561.304987,4135662
Libya,2012,18806.7838,6285751
Liechtenstein,2012,,36615
Lithuania,2012,27330.89595,3045561
Low & middle income,2012,8455.880501,
Lower middle income,2012,5543.881129,
Luxembourg,2012,105075.9611,530855
Macao,2012,149702.0565,564037
Madagascar,2012,1538.516397,22346641
Malawi,2012,1362.604787,15396010
Malaysia,2012,22132.21692,29068189
Maldives,2012,16709.12932,397231
Mali,2012,2007.80693,15979492
Malta,2012,33929.33992,421809
Marshall Islands,2012,3469.542323,56712
Martinique,2012,,388366
Mauritania,2012,4891.057383,3706555
Mauritius,2012,18014.99115,1253489
Mayotte,2012,,221147
Mexico,2012,18594.89447,117274156
Micronesia (country),2012,3649.44968,104506
Middle East & North Africa,2012,15619.82347,
Middle East & North Africa (IDA & IBRD),2012,10167.06577,
Middle East & North Africa (excluding high income),2012,10118.91307,
Middle income,2012,9115.827618,
Moldova,2012,9000.658925,4075804
Monaco,2012,,36459
Mongolia,2012,9488.342966,2824698
Montenegro,2012,16802.3983,625931
Montserrat,2012,,4930
Morocco,2012,6625.463454,33241898
Mozambique,2012,1120.128481,24862673
Myanmar,2012,3491.184692,51413703
Namibia,2012,9626.539189,2194777
Nauru,2012,8090.933471,10136
Nepal,2012,2922.619609,26989160
Netherlands,2012,51860.05599,16791850
Netherlands Antilles,2012,,314322
New Caledonia,2012,,260656
New Zealand,2012,38857.11589,4468462
Nicaragua,2012,5083.363011,5982530
Niger,2012,1085.542828,17795209
Nigeria,2012,5131.372645,167228803
Niue,2012,,1606
North America,2012,54644.75156,553416150
North Korea,2012,,24800638
North Macedonia,2012,13640.22401,2074275
Northern Mariana Islands,2012,,54306
Norway,2012,61990.71162,5013716
OECD members,2012,40142.3848,
Oceania,2012,,38104732
Oman,2012,32961.59043,3498031
Other small states,2012,21873.48782,
Pacific island small states,2012,6395.173031,
Pakistan,2012,3980.74865,187280125
Palau,2012,16633.53804,17635
Palestine,2012,5985.683247,4241572
Panama,2012,25196.23927,3770635
Papua New Guinea,2012,3453.387112,7631003
Paraguay,2012,10493.81277,6421510
Peru,2012,11176.08672,29506790
Philippines,2012,6351.264942,97212639
Poland,2012,25457.20646,38227033
Portugal,2012,30156.70158,10526308
Post-demographic dividend,2012,44147.11195,
Pre-demographic dividend,2012,3370.277699,
Puerto Rico,2012,33638.86568,3536570
Qatar,2012,96261.48733,2196078
Reunion,2012,,843984
Romania,2012,21311.13363,20227467
Russia,2012,25933.29266,143993888
Rwanda,2012,1682.206491,10549668
Saint Barthlemy,2012,,9446
Saint Helena,2012,,5416
Saint Kitts and Nevis,2012,23194.22396,49881
Saint Lucia,2012,14637.9295,176654
Saint Martin (French part),2012,,37012
Saint Pierre and Miquelon,2012,,6251
Saint Vincent and the Grenadines,2012,11538.36691,108435
Samoa,2012,5901.405539,189089
San Marino,2012,59708.72737,32103
Sao Tome and Principe,2012,3461.32746,188394
Saudi Arabia,2012,48024.45967,29154906
Senegal,2012,2788.671459,13401990
Serbia,2012,14894.19593,8940116
Seychelles,2012,23203.948,92608
Sierra Leone,2012,1654.412185,6712586
Singapore,2012,83112.00734,5369469
Sint Maarten (Dutch part),2012,45401.70236,36238
Slovakia,2012,26557.79138,5414894
Slovenia,2012,32618.60888,2057826
Small states,2012,19790.23967,
Solomon Islands,2012,2530.758932,556066
Somalia,2012,,12715487
South Africa,2012,12743.93861,52832659
South America,2012,,400581563
South Asia,2012,4397.798925,
South Asia (IDA & IBRD),2012,4397.798925,
South Korea,2012,36049.19349,50060639
South Sudan,2012,,10113648
Spain,2012,35769.46003,47063059
Sri Lanka,2012,10712.39735,20532599
Sub-Saharan Africa,2012,3624.529101,
Sub-Saharan Africa (IDA & IBRD),2012,3624.529101,
Sub-Saharan Africa (excluding high income),2012,3622.653803,
Sudan,2012,3785.726439,36193781
Suriname,2012,20020.315,541247
Svalbard and Jan Mayen,2012,,2400
Sweden,2012,48300.8425,9542817
Switzerland,2012,66440.28702,8008006
Syria,2012,,20438861
Taiwan,2012,,23346898
Tajikistan,2012,2637.654267,7874838
Tanzania,2012,2128.52893,47053033
Thailand,2012,15424.54427,67835969
Timor,2012,3172.279311,1133002
Togo,2012,1746.931262,6773807
Tokelau,2012,,1163
Tonga,2012,5632.091619,102736
Trinidad and Tobago,2012,28798.497,1344814
Tunisia,2012,10123.42966,10846993
Turkey,2012,22610.68277,74651046
Turkmenistan,2012,10604.00041,5267906
Turks and Caicos Islands,2012,23049.44728,34067
Tuvalu,2012,3322.38751,10744
Uganda,2012,1983.880371,34558700
Ukraine,2012,12527.4655,45453805
United Arab Emirates,2012,57390.70052,9141598
United Kingdom,2012,42601.82841,64525300
United States,2012,55581.41384,314043885
United States Virgin Islands,2012,,105524
Upper middle income,2012,13562.31579,
Uruguay,2012,20885.10524,3378975
Uzbekistan,2012,5164.274222,29449415
Vanuatu,2012,3046.685823,249505
Vatican,2012,,786
Venezuela,2012,,29360827
Vietnam,2012,5574.493705,89801926
Wallis and Futuna,2012,,12369
Western Sahara,2012,,495773
World,2012,14539.89769,7126144677
Yemen,2012,,24473176
Zambia,2012,3339.269902,14465148
Zimbabwe,2012,3170.726522,13115149
Afghanistan,2011,1904.559926,30117411
Africa,2011,,1066409711
Africa Eastern and Southern,2011,3338.582007,
Africa Western and Central,2011,3854.720594,
Albania,2011,11052.79046,2928601
Algeria,2011,11078.24233,36661438
American Samoa,2011,,55755
Andorra,2011,,83748
Angola,2011,7675.446085,24220660
Anguilla,2011,,13612
Antigua and Barbuda,2011,17605.17014,89250
Arab World,2011,13467.80536,
Argentina,2011,24647.62927,41320497
Armenia,2011,9725.27823,2876536
Aruba,2011,35392.60519,102050
Asia,2011,,4254064787
Australia,2011,45463.682,22538002
Austria,2011,53102.95084,8453501
Azerbaijan,2011,13905.24576,9146277
Bahamas,2011,36253.6681,359583
Bahrain,2011,44157.47964,1278153
Bangladesh,2011,3034.951082,149273134
Barbados,2011,15444.74632,282987
Belarus,2011,18251.78094,9415316
Belgium,2011,48153.93909,11013860
Belize,2011,7259.851886,330236
Benin,2011,2707.8697,9460829
Bermuda,2011,85829.37826,65075
Bhutan,2011,8744.957643,693297
Bolivia,2011,6844.983783,10212951
Bonaire Sint Eustatius and Saba,2011,,21998
Bosnia and Herzegovina,2011,11176.87682,3661173
Botswana,2011,14770.43904,2015406
Brazil,2011,15323.33173,197514541
British Virgin Islands,2011,,28326
Brunei,2011,69388.8132,393687
Bulgaria,2011,17966.15806,7378652
Burkina Faso,2011,1775.779179,16081915
Burundi,2011,852.5026216,8958406
Cambodia,2011,2862.908046,14541421
Cameroon,2011,3126.786237,20906392
Canada,2011,45822.59643,34539156
Cape Verde,2011,6366.128511,498858
Caribbean Small States,2011,15973.13935,
Cayman Islands,2011,66255.63177,57877
Central African Republic,2011,1242.714801,4418639
Central Europe and the Baltics,2011,24862.81256,
Chad,2011,1676.769458,12360986
Channel Islands,2011,,160990
Chile,2011,22337.86056,17233584
China,2011,9686.61529,1376497633
Colombia,2011,12480.54655,45662747
Comoros,2011,2924.685517,706578
Congo,2011,5141.183227,4394842
Cook Islands,2011,,18200
Costa Rica,2011,17360.20159,4633086
Cote d'Ivoire,2011,3417.778385,21028652
Croatia,2011,24316.24798,4313098
Cuba,2011,,11236671
Curacao,2011,28313.04862,152309
Cyprus,2011,37562.44914,1124837
Czechia,2011,34002.18978,10566512
Democratic Republic of Congo,2011,894.8265445,66755151
Denmark,2011,51293.20618,5582980
Djibouti,2011,,853671
Dominica,2011,11971.02013,70912
Dominican Republic,2011,13024.32852,9813219
Early-demographic dividend,2011,7495.852521,
East Asia & Pacific,2011,12509.36556,
East Asia & Pacific (IDA & IBRD),2011,9254.17733,
East Asia & Pacific (excluding high income),2011,9156.110876,
Ecuador,2011,10984.28377,15243885
Egypt,2011,10302.44285,84529251
El Salvador,2011,7575.63974,6210567
Equatorial Guinea,2011,35377.73649,986861
Eritrea,2011,,3213969
Estonia,2011,28159.58027,1327701
Eswatini,2011,7575.715587,1072029
Ethiopia,2011,1360.938522,90139928
Euro area,2011,43397.64748,
Europe,2011,,738977880
Europe & Central Asia,2011,31513.757,
Europe & Central Asia (IDA & IBRD),2011,19410.09509,
Europe & Central Asia (excluding high income),2011,18814.30547,
European Union,2011,39755.01355,
Faeroe Islands,2011,,47815
Falkland Islands,2011,,2863
Fiji,2011,10787.66056,863451
Finland,2011,46825.82484,5390036
France,2011,42864.01897,63222229
French Guiana,2011,,238383
French Polynesia,2011,,267702
Gabon,2011,14883.49426,1684629
Gambia,2011,2091.828766,1848142
Georgia,2011,10541.4719,4081012
Germany,2011,49684.61307,80855629
Ghana,2011,4151.481422,25387713
Gibraltar,2011,,33608
Greece,2011,30372.76057,10829074
Greenland,2011,,56555
Grenada,2011,13444.64814,106786
Guadeloupe,2011,,405643
Guam,2011,,159690
Guatemala,2011,7503.674656,14948792
Guinea,2011,1932.505815,10420459
Guinea-Bissau,2011,1839.692742,1562996
Guyana,2011,10276.03552,752029
Haiti,2011,2860.209386,10100320
Heavily indebted poor countries (HIPC),2011,2141.560314,
High income,2011,44972.85932,
Honduras,2011,4956.402852,8480670
Hong Kong,2011,53472.99327,7006598
Hungary,2011,24971.47736,9895689
IBRD only,2011,10104.89219,
IDA & IBRD total,2011,8438.740928,
IDA blend,2011,4293.104176,
IDA only,2011,2580.578335,
IDA total,2011,3162.265004,
Iceland,2011,48186.16729,323471
India,2011,4399.88824,1250287939
Indonesia,2011,8680.213342,245115988
Iran,2011,14005.31334,74634959
Iraq,2011,9107.597465,30725305
Ireland,2011,53812.79473,4591115
Isle of Man,2011,,84889
Israel,2011,35743.53861,7487095
Italy,2011,42892.30556,59589070
Jamaica,2011,9546.493803,2825932
Japan,2011,37612.38831,128498966
Jordan,2011,11016.39524,7662858
Kazakhstan,2011,21970.08392,16490669
Kenya,2011,3439.343778,43178270
Kiribati,2011,1920.101638,104735
Kosovo,2011,8663.789701,
Kuwait,2011,60887.68305,3168054
Kyrgyzstan,2011,4334.660789,5517927
Laos,2011,5158.835576,6347564
Late-demographic dividend,2011,12521.19754,
Latin America & Caribbean,2011,15708.93681,
Latin America & Caribbean (IDA & IBRD),2011,15649.70984,
Latin America & Caribbean (excluding high income),2011,14906.55903,
Latvia,2011,22795.19771,2093606
Least developed countries: UN classification,2011,2413.904536,
Lebanon,2011,18727.01294,5202022
Lesotho,2011,2444.928082,2003793
Liberia,2011,1488.277275,4017446
Libya,2011,8479.947964,6247438
Liechtenstein,2011,,36299
Lithuania,2011,25968.58342,3083402
Low & middle income,2011,8142.919678,
Lower middle income,2011,5395.786574,
Luxembourg,2011,108010.7086,519312
Macao,2011,140321.6828,550833
Madagascar,2011,1534.939706,21743970
Malawi,2011,1376.167704,14962118
Malaysia,2011,21289.25754,28650962
Maldives,2011,17015.81547,380493
Mali,2011,2085.420849,15514593
Malta,2011,32881.83384,417720
Marshall Islands,2011,3562.857162,56524
Martinique,2011,,391886
Mauritania,2011,4822.16904,3598646
Mauritius,2011,17454.78008,1251074
Mayotte,2011,,214937
Mexico,2011,18186.22457,115695468
Micronesia (country),2011,3756.908631,103448
Middle East & North Africa,2011,15381.46892,
Middle East & North Africa (IDA & IBRD),2011,10111.88921,
Middle East & North Africa (excluding high income),2011,10062.18643,
Middle income,2011,8767.82262,
Moldova,2011,9052.866543,4079167
Monaco,2011,,36025
Mongolia,2011,8613.313624,2770357
Montenegro,2011,17287.41764,625271
Montserrat,2011,,4913
Morocco,2011,6522.373743,32781860
Mozambique,2011,1073.478134,24187500
Myanmar,2011,3279.665488,50990612
Namibia,2011,9324.528875,2156698
Nauru,2011,7313.672138,10069
Nepal,2011,2793.024734,27041220
Netherlands,2011,52594.22901,16738190
Netherlands Antilles,2011,,312928
New Caledonia,2011,,257065
New Zealand,2011,38214.47454,4418674
Nicaragua,2011,4837.537091,5903035
Niger,2011,1020.996816,17114770
Nigeria,2011,5056.892147,162805080
Niue,2011,,1618
North America,2011,53877.70768,547977698
North Korea,2011,,24673392
North Macedonia,2011,13714.57522,2072484
Northern Mariana Islands,2011,,54013
Norway,2011,61157.14893,4948335
OECD members,2011,39855.76108,
Oceania,2011,,37498324
Oman,2011,32523.35125,3251102
Other small states,2011,21546.6646,
Pacific island small states,2011,6412.90497,
Pakistan,2011,3928.519927,183340168
Palau,2011,16255.7398,17748
Palestine,2011,5782.689593,4149654
Panama,2011,23349.15681,3706479
Papua New Guinea,2011,3369.844455,7472196
Paraguay,2011,10714.69093,6333981
Peru,2011,10616.8437,29264314
Philippines,2011,6043.601676,95570049
Poland,2011,25124.27636,38286824
Portugal,2011,31304.81553,10569388
Post-demographic dividend,2011,43863.02539,
Pre-demographic dividend,2011,3264.973821,
Puerto Rico,2011,33224.56552,3559862
Qatar,2011,99147.28818,2035862
Reunion,2011,,837336
Romania,2011,20792.1734,20336718
Russia,2011,24972.07849,143703027
Rwanda,2011,1586.961242,10293333
Saint Barthlemy,2011,,9340
Saint Helena,2011,,5281
Saint Kitts and Nevis,2011,23933.40682,49442
Saint Lucia,2011,14760.49066,175538
Saint Martin (French part),2011,,37451
Saint Pierre and Miquelon,2011,,6323
Saint Vincent and the Grenadines,2011,11393.67943,108315
Samoa,2011,6206.154634,187469
San Marino,2011,65142.76453,31655
Sao Tome and Principe,2011,3426.324614,184521
Saudi Arabia,2011,46989.14767,28267591
Senegal,2011,2757.079405,13033814
Serbia,2011,14923.8016,8963761
Seychelles,2011,23140.9268,91882
Sierra Leone,2011,1469.033451,6563238
Singapore,2011,81538.36518,5263640
Sint Maarten (Dutch part),2011,46392.86875,35050
Slovakia,2011,26107.82871,5408932
Slovenia,2011,33573.33551,2051277
Small states,2011,19512.13535,
Solomon Islands,2011,2551.263758,541522
Somalia,2011,,12376305
South Africa,2011,12666.70802,52003759
South America,2011,,396571751
South Asia,2011,4225.204129,
South Asia (IDA & IBRD),2011,4225.204129,
South Korea,2011,35388.97691,49786153
South Sudan,2011,,9830695
Spain,2011,36884.25924,47084242
Sri Lanka,2011,9827.622086,20398496
Sub-Saharan Africa,2011,3551.438543,
Sub-Saharan Africa (IDA & IBRD),2011,3551.438543,
Sub-Saharan Africa (excluding high income),2011,3549.527957,
Sudan,2011,3379.688818,35349676
Suriname,2011,19716.93177,535177
Svalbard and Jan Mayen,2011,,2400
Sweden,2011,48947.43931,9466705
Switzerland,2011,66342.01082,7906988
Syria,2011,,21081814
Taiwan,2011,,23268760
Tajikistan,2011,2510.157332,7697507
Tanzania,2011,2098.276605,45673520
Thailand,2011,14450.47883,67518379
Timor,2011,3045.45796,1113154
Togo,2011,1683.856263,6595939
Tokelau,2011,,1138
Tonga,2011,5541.77196,103558
Trinidad and Tobago,2011,28621.10651,1336180
Tunisia,2011,9820.963509,10741872
Turkey,2011,21932.29457,73443254
Turkmenistan,2011,9717.641886,5174076
Turks and Caicos Islands,2011,23761.20658,33371
Tuvalu,2011,3493.275351,10626
Uganda,2011,1972.310403,33476771
Ukraine,2011,12466.80779,45619850
United Arab Emirates,2011,56123.47988,8946778
United Kingdom,2011,42294.12046,64021922
United States,2011,54758.83327,311584051
United States Virgin Islands,2011,,105794
Upper middle income,2011,12932.25795,
Uruguay,2011,20231.57316,3368926
Uzbekistan,2011,4880.862629,28977006
Vanuatu,2011,3101.328794,242658
Vatican,2011,,786
Venezuela,2011,,28887873
Vietnam,2011,5352.022081,88871384
Wallis and Futuna,2011,,12463
Western Sahara,2011,,487654
World,2011,14260.35983,7041509491
Yemen,2011,,23807586
Zambia,2011,3201.288029,14023199
Zimbabwe,2011,2764.338916,12894323
Afghanistan,2010,1957.02907,29185511
Africa,2010,,1039304030
Africa Eastern and Southern,2010,3273.44737,
Africa Western and Central,2010,3773.011461,
Albania,2010,10749.48745,2948029
Algeria,2010,10970.70637,35977451
American Samoa,2010,,56084
Andorra,2010,,84454
Angola,2010,7692.434286,23356247
Anguilla,2010,,13436
Antigua and Barbuda,2010,18205.73853,88030
Arab World,2010,13275.32041,
Argentina,2010,23521.27018,40895751
Armenia,2010,9286.197327,2877314
Aruba,2010,34343.15132,101665
Asia,2010,,4208481106
Australia,2010,44991.78371,22154687
Austria,2010,51769.14556,8409945
Azerbaijan,2010,14312.75612,9032465
Bahamas,2010,36504.40705,354936
Bahrain,2010,44599.80497,1240864
Bangladesh,2010,2883.466794,147575433
Barbados,2010,15596.61681,282131
Belarus,2010,17288.40435,9420576
Belgium,2010,47971.63031,10938735
Belize,2010,7294.684143,322465
Benin,2010,2704.705484,9199254
Bermuda,2010,88399.91595,65388
Bhutan,2010,8190.576223,685502
Bolivia,2010,6612.803357,10048597
Bonaire Sint Eustatius and Saba,2010,,20941
Bosnia and Herzegovina,2010,10938.28505,3705478
Botswana,2010,14126.38227,1987106
Brazil,2010,14873.20832,195713637
British Virgin Islands,2010,,27796
Brunei,2010,67753.42177,388634
Bulgaria,2010,17440.67188,7425011
Burkina Faso,2010,1716.358323,15605211
Burundi,2010,846.1691368,8675606
Cambodia,2010,2716.699738,14312205
Cameroon,2010,3086.221474,20341236
Canada,2010,44861.52396,34147566
Cape Verde,2010,6200.343537,492644
Caribbean Small States,2010,15864.33609,
Cayman Islands,2010,66882.50759,56672
Central African Republic,2010,1201.352197,4386765
Central Europe and the Baltics,2010,24043.44383,
Chad,2010,1732.691584,11952134
Channel Islands,2010,,159718
Chile,2010,21262.46699,17062531
China,2010,8884.588031,1368810604
Colombia,2010,11783.29991,45222699
Comoros,2010,2878.26971,689696
Congo,2010,5172.760902,4273738
Cook Islands,2010,,18392
Costa Rica,2010,16830.43618,4577371
Cote d'Ivoire,2010,3660.903847,20532944
Croatia,2010,24280.60269,4328163
Cuba,2010,,11225833
Curacao,2010,28543.36071,149188
Cyprus,2010,38379.0904,1112617
Czechia,2010,33483.13759,10536514
Democratic Republic of Congo,2010,865.6840402,64563853
